,Absolute Path,File Name,Food Type
33,./food-101/images/apple_pie\2708417.jpg,2708417.jpg,apple_pie
34,./food-101/images/apple_pie\3461245.jpg,3461245.jpg,apple_pie
35,./food-101/images/apple_pie\1725747.jpg,1725747.jpg,apple_pie
36,./food-101/images/apple_pie\3748095.jpg,3748095.jpg,apple_pie
37,./food-101/images/apple_pie\3253793.jpg,3253793.jpg,apple_pie
38,./food-101/images/apple_pie\3273568.jpg,3273568.jpg,apple_pie
39,./food-101/images/apple_pie\2231842.jpg,2231842.jpg,apple_pie
40,./food-101/images/apple_pie\2825284.jpg,2825284.jpg,apple_pie
41,./food-101/images/apple_pie\1166116.jpg,1166116.jpg,apple_pie
42,./food-101/images/apple_pie\535444.jpg,535444.jpg,apple_pie
43,./food-101/images/apple_pie\1354215.jpg,1354215.jpg,apple_pie
44,./food-101/images/apple_pie\236966.jpg,236966.jpg,apple_pie
45,./food-101/images/apple_pie\2416573.jpg,2416573.jpg,apple_pie
46,./food-101/images/apple_pie\1364847.jpg,1364847.jpg,apple_pie
47,./food-101/images/apple_pie\1420999.jpg,1420999.jpg,apple_pie
48,./food-101/images/apple_pie\3236737.jpg,3236737.jpg,apple_pie
49,./food-101/images/apple_pie\3478976.jpg,3478976.jpg,apple_pie
50,./food-101/images/apple_pie\2766379.jpg,2766379.jpg,apple_pie
51,./food-101/images/apple_pie\739615.jpg,739615.jpg,apple_pie
52,./food-101/images/apple_pie\1629072.jpg,1629072.jpg,apple_pie
53,./food-101/images/apple_pie\854595.jpg,854595.jpg,apple_pie
54,./food-101/images/apple_pie\267865.jpg,267865.jpg,apple_pie
55,./food-101/images/apple_pie\3025907.jpg,3025907.jpg,apple_pie
56,./food-101/images/apple_pie\1994318.jpg,1994318.jpg,apple_pie
57,./food-101/images/apple_pie\1810149.jpg,1810149.jpg,apple_pie
58,./food-101/images/apple_pie\672196.jpg,672196.jpg,apple_pie
59,./food-101/images/apple_pie\2828161.jpg,2828161.jpg,apple_pie
60,./food-101/images/apple_pie\2769470.jpg,2769470.jpg,apple_pie
61,./food-101/images/apple_pie\1919827.jpg,1919827.jpg,apple_pie
62,./food-101/images/apple_pie\1076891.jpg,1076891.jpg,apple_pie
63,./food-101/images/apple_pie\1343307.jpg,1343307.jpg,apple_pie
64,./food-101/images/apple_pie\2189388.jpg,2189388.jpg,apple_pie
65,./food-101/images/apple_pie\3203950.jpg,3203950.jpg,apple_pie
66,./food-101/images/apple_pie\829830.jpg,829830.jpg,apple_pie
67,./food-101/images/apple_pie\2791334.jpg,2791334.jpg,apple_pie
68,./food-101/images/apple_pie\2334907.jpg,2334907.jpg,apple_pie
69,./food-101/images/apple_pie\3257241.jpg,3257241.jpg,apple_pie
70,./food-101/images/apple_pie\3410227.jpg,3410227.jpg,apple_pie
71,./food-101/images/apple_pie\229142.jpg,229142.jpg,apple_pie
72,./food-101/images/apple_pie\2496124.jpg,2496124.jpg,apple_pie
73,./food-101/images/apple_pie\1830215.jpg,1830215.jpg,apple_pie
74,./food-101/images/apple_pie\3177727.jpg,3177727.jpg,apple_pie
75,./food-101/images/apple_pie\2722635.jpg,2722635.jpg,apple_pie
76,./food-101/images/apple_pie\1830100.jpg,1830100.jpg,apple_pie
77,./food-101/images/apple_pie\2361153.jpg,2361153.jpg,apple_pie
78,./food-101/images/apple_pie\687503.jpg,687503.jpg,apple_pie
79,./food-101/images/apple_pie\871917.jpg,871917.jpg,apple_pie
80,./food-101/images/apple_pie\1878082.jpg,1878082.jpg,apple_pie
81,./food-101/images/apple_pie\1491146.jpg,1491146.jpg,apple_pie
82,./food-101/images/apple_pie\1550786.jpg,1550786.jpg,apple_pie
83,./food-101/images/apple_pie\2961406.jpg,2961406.jpg,apple_pie
84,./food-101/images/apple_pie\2446500.jpg,2446500.jpg,apple_pie
85,./food-101/images/apple_pie\185537.jpg,185537.jpg,apple_pie
86,./food-101/images/apple_pie\962315.jpg,962315.jpg,apple_pie
87,./food-101/images/apple_pie\3619289.jpg,3619289.jpg,apple_pie
88,./food-101/images/apple_pie\646264.jpg,646264.jpg,apple_pie
89,./food-101/images/apple_pie\3113710.jpg,3113710.jpg,apple_pie
90,./food-101/images/apple_pie\3814557.jpg,3814557.jpg,apple_pie
91,./food-101/images/apple_pie\966595.jpg,966595.jpg,apple_pie
92,./food-101/images/apple_pie\1657587.jpg,1657587.jpg,apple_pie
93,./food-101/images/apple_pie\2721937.jpg,2721937.jpg,apple_pie
94,./food-101/images/apple_pie\3280622.jpg,3280622.jpg,apple_pie
95,./food-101/images/apple_pie\2034923.jpg,2034923.jpg,apple_pie
96,./food-101/images/apple_pie\1667135.jpg,1667135.jpg,apple_pie
97,./food-101/images/apple_pie\2725375.jpg,2725375.jpg,apple_pie
98,./food-101/images/apple_pie\3327221.jpg,3327221.jpg,apple_pie
99,./food-101/images/apple_pie\2437888.jpg,2437888.jpg,apple_pie
100,./food-101/images/apple_pie\2762199.jpg,2762199.jpg,apple_pie
101,./food-101/images/apple_pie\739410.jpg,739410.jpg,apple_pie
102,./food-101/images/apple_pie\2612593.jpg,2612593.jpg,apple_pie
103,./food-101/images/apple_pie\3551588.jpg,3551588.jpg,apple_pie
104,./food-101/images/apple_pie\715180.jpg,715180.jpg,apple_pie
105,./food-101/images/apple_pie\2799681.jpg,2799681.jpg,apple_pie
106,./food-101/images/apple_pie\1939853.jpg,1939853.jpg,apple_pie
107,./food-101/images/apple_pie\649621.jpg,649621.jpg,apple_pie
108,./food-101/images/apple_pie\1174241.jpg,1174241.jpg,apple_pie
109,./food-101/images/apple_pie\305590.jpg,305590.jpg,apple_pie
110,./food-101/images/apple_pie\2698000.jpg,2698000.jpg,apple_pie
111,./food-101/images/apple_pie\2538221.jpg,2538221.jpg,apple_pie
112,./food-101/images/apple_pie\1822764.jpg,1822764.jpg,apple_pie
113,./food-101/images/apple_pie\3549466.jpg,3549466.jpg,apple_pie
114,./food-101/images/apple_pie\812047.jpg,812047.jpg,apple_pie
115,./food-101/images/apple_pie\2986199.jpg,2986199.jpg,apple_pie
116,./food-101/images/apple_pie\2074694.jpg,2074694.jpg,apple_pie
117,./food-101/images/apple_pie\2683315.jpg,2683315.jpg,apple_pie
118,./food-101/images/apple_pie\2298195.jpg,2298195.jpg,apple_pie
119,./food-101/images/apple_pie\3277765.jpg,3277765.jpg,apple_pie
120,./food-101/images/apple_pie\2595208.jpg,2595208.jpg,apple_pie
121,./food-101/images/apple_pie\959678.jpg,959678.jpg,apple_pie
122,./food-101/images/apple_pie\858876.jpg,858876.jpg,apple_pie
123,./food-101/images/apple_pie\2900219.jpg,2900219.jpg,apple_pie
124,./food-101/images/apple_pie\3508043.jpg,3508043.jpg,apple_pie
125,./food-101/images/apple_pie\532019.jpg,532019.jpg,apple_pie
126,./food-101/images/apple_pie\559953.jpg,559953.jpg,apple_pie
127,./food-101/images/apple_pie\1038694.jpg,1038694.jpg,apple_pie
128,./food-101/images/apple_pie\2477191.jpg,2477191.jpg,apple_pie
129,./food-101/images/apple_pie\424996.jpg,424996.jpg,apple_pie
130,./food-101/images/apple_pie\2610017.jpg,2610017.jpg,apple_pie
131,./food-101/images/apple_pie\2339010.jpg,2339010.jpg,apple_pie
132,./food-101/images/apple_pie\2347111.jpg,2347111.jpg,apple_pie
133,./food-101/images/apple_pie\865073.jpg,865073.jpg,apple_pie
134,./food-101/images/apple_pie\2872568.jpg,2872568.jpg,apple_pie
135,./food-101/images/apple_pie\2673907.jpg,2673907.jpg,apple_pie
136,./food-101/images/apple_pie\1753164.jpg,1753164.jpg,apple_pie
137,./food-101/images/apple_pie\2012973.jpg,2012973.jpg,apple_pie
138,./food-101/images/apple_pie\3280206.jpg,3280206.jpg,apple_pie
139,./food-101/images/apple_pie\960669.jpg,960669.jpg,apple_pie
140,./food-101/images/apple_pie\505249.jpg,505249.jpg,apple_pie
141,./food-101/images/apple_pie\2546216.jpg,2546216.jpg,apple_pie
142,./food-101/images/apple_pie\3546563.jpg,3546563.jpg,apple_pie
143,./food-101/images/apple_pie\1154371.jpg,1154371.jpg,apple_pie
144,./food-101/images/apple_pie\2402925.jpg,2402925.jpg,apple_pie
145,./food-101/images/apple_pie\1220194.jpg,1220194.jpg,apple_pie
146,./food-101/images/apple_pie\884504.jpg,884504.jpg,apple_pie
147,./food-101/images/apple_pie\222074.jpg,222074.jpg,apple_pie
148,./food-101/images/apple_pie\2635983.jpg,2635983.jpg,apple_pie
149,./food-101/images/apple_pie\2621542.jpg,2621542.jpg,apple_pie
150,./food-101/images/apple_pie\1486972.jpg,1486972.jpg,apple_pie
151,./food-101/images/apple_pie\1185654.jpg,1185654.jpg,apple_pie
152,./food-101/images/apple_pie\671980.jpg,671980.jpg,apple_pie
153,./food-101/images/apple_pie\3570483.jpg,3570483.jpg,apple_pie
154,./food-101/images/apple_pie\1180600.jpg,1180600.jpg,apple_pie
155,./food-101/images/apple_pie\3588721.jpg,3588721.jpg,apple_pie
156,./food-101/images/apple_pie\3243441.jpg,3243441.jpg,apple_pie
157,./food-101/images/apple_pie\2740775.jpg,2740775.jpg,apple_pie
158,./food-101/images/apple_pie\1514110.jpg,1514110.jpg,apple_pie
159,./food-101/images/apple_pie\1988310.jpg,1988310.jpg,apple_pie
160,./food-101/images/apple_pie\2004963.jpg,2004963.jpg,apple_pie
161,./food-101/images/apple_pie\1575505.jpg,1575505.jpg,apple_pie
162,./food-101/images/apple_pie\2320000.jpg,2320000.jpg,apple_pie
163,./food-101/images/apple_pie\3635782.jpg,3635782.jpg,apple_pie
164,./food-101/images/apple_pie\2086645.jpg,2086645.jpg,apple_pie
165,./food-101/images/apple_pie\98352.jpg,98352.jpg,apple_pie
166,./food-101/images/apple_pie\2607694.jpg,2607694.jpg,apple_pie
167,./food-101/images/apple_pie\471995.jpg,471995.jpg,apple_pie
168,./food-101/images/apple_pie\1450514.jpg,1450514.jpg,apple_pie
169,./food-101/images/apple_pie\3831510.jpg,3831510.jpg,apple_pie
170,./food-101/images/apple_pie\2702725.jpg,2702725.jpg,apple_pie
171,./food-101/images/apple_pie\874809.jpg,874809.jpg,apple_pie
172,./food-101/images/apple_pie\2782050.jpg,2782050.jpg,apple_pie
173,./food-101/images/apple_pie\175848.jpg,175848.jpg,apple_pie
174,./food-101/images/apple_pie\3779150.jpg,3779150.jpg,apple_pie
175,./food-101/images/apple_pie\2766017.jpg,2766017.jpg,apple_pie
176,./food-101/images/apple_pie\3869215.jpg,3869215.jpg,apple_pie
177,./food-101/images/apple_pie\2800543.jpg,2800543.jpg,apple_pie
178,./food-101/images/apple_pie\3800561.jpg,3800561.jpg,apple_pie
179,./food-101/images/apple_pie\2603533.jpg,2603533.jpg,apple_pie
180,./food-101/images/apple_pie\2878249.jpg,2878249.jpg,apple_pie
181,./food-101/images/apple_pie\3256198.jpg,3256198.jpg,apple_pie
182,./food-101/images/apple_pie\1444702.jpg,1444702.jpg,apple_pie
183,./food-101/images/apple_pie\3385074.jpg,3385074.jpg,apple_pie
184,./food-101/images/apple_pie\3211704.jpg,3211704.jpg,apple_pie
185,./food-101/images/apple_pie\793078.jpg,793078.jpg,apple_pie
186,./food-101/images/apple_pie\3463862.jpg,3463862.jpg,apple_pie
187,./food-101/images/apple_pie\562659.jpg,562659.jpg,apple_pie
188,./food-101/images/apple_pie\3116086.jpg,3116086.jpg,apple_pie
189,./food-101/images/apple_pie\2178254.jpg,2178254.jpg,apple_pie
190,./food-101/images/apple_pie\195087.jpg,195087.jpg,apple_pie
191,./food-101/images/apple_pie\2663191.jpg,2663191.jpg,apple_pie
192,./food-101/images/apple_pie\547961.jpg,547961.jpg,apple_pie
193,./food-101/images/apple_pie\2383378.jpg,2383378.jpg,apple_pie
194,./food-101/images/apple_pie\3636185.jpg,3636185.jpg,apple_pie
195,./food-101/images/apple_pie\3633369.jpg,3633369.jpg,apple_pie
196,./food-101/images/apple_pie\68383.jpg,68383.jpg,apple_pie
197,./food-101/images/apple_pie\589712.jpg,589712.jpg,apple_pie
198,./food-101/images/apple_pie\3799430.jpg,3799430.jpg,apple_pie
199,./food-101/images/apple_pie\156078.jpg,156078.jpg,apple_pie
200,./food-101/images/apple_pie\2586042.jpg,2586042.jpg,apple_pie
201,./food-101/images/apple_pie\656340.jpg,656340.jpg,apple_pie
202,./food-101/images/apple_pie\1327259.jpg,1327259.jpg,apple_pie
203,./food-101/images/apple_pie\2569986.jpg,2569986.jpg,apple_pie
204,./food-101/images/apple_pie\2851371.jpg,2851371.jpg,apple_pie
205,./food-101/images/apple_pie\262170.jpg,262170.jpg,apple_pie
206,./food-101/images/apple_pie\128259.jpg,128259.jpg,apple_pie
207,./food-101/images/apple_pie\2520241.jpg,2520241.jpg,apple_pie
208,./food-101/images/apple_pie\3128330.jpg,3128330.jpg,apple_pie
209,./food-101/images/apple_pie\1246460.jpg,1246460.jpg,apple_pie
210,./food-101/images/apple_pie\769522.jpg,769522.jpg,apple_pie
211,./food-101/images/apple_pie\1445323.jpg,1445323.jpg,apple_pie
212,./food-101/images/apple_pie\657618.jpg,657618.jpg,apple_pie
213,./food-101/images/apple_pie\2940483.jpg,2940483.jpg,apple_pie
214,./food-101/images/apple_pie\2008772.jpg,2008772.jpg,apple_pie
215,./food-101/images/apple_pie\405315.jpg,405315.jpg,apple_pie
216,./food-101/images/apple_pie\1790730.jpg,1790730.jpg,apple_pie
217,./food-101/images/apple_pie\3503020.jpg,3503020.jpg,apple_pie
218,./food-101/images/apple_pie\2929448.jpg,2929448.jpg,apple_pie
219,./food-101/images/apple_pie\2874860.jpg,2874860.jpg,apple_pie
220,./food-101/images/apple_pie\89035.jpg,89035.jpg,apple_pie
221,./food-101/images/apple_pie\2288697.jpg,2288697.jpg,apple_pie
222,./food-101/images/apple_pie\2629959.jpg,2629959.jpg,apple_pie
223,./food-101/images/apple_pie\3018695.jpg,3018695.jpg,apple_pie
224,./food-101/images/apple_pie\987860.jpg,987860.jpg,apple_pie
225,./food-101/images/apple_pie\2934928.jpg,2934928.jpg,apple_pie
226,./food-101/images/apple_pie\3252424.jpg,3252424.jpg,apple_pie
227,./food-101/images/apple_pie\420768.jpg,420768.jpg,apple_pie
228,./food-101/images/apple_pie\2439188.jpg,2439188.jpg,apple_pie
229,./food-101/images/apple_pie\1914188.jpg,1914188.jpg,apple_pie
230,./food-101/images/apple_pie\2680614.jpg,2680614.jpg,apple_pie
231,./food-101/images/apple_pie\2447106.jpg,2447106.jpg,apple_pie
232,./food-101/images/apple_pie\2380340.jpg,2380340.jpg,apple_pie
233,./food-101/images/apple_pie\3240840.jpg,3240840.jpg,apple_pie
234,./food-101/images/apple_pie\3915887.jpg,3915887.jpg,apple_pie
235,./food-101/images/apple_pie\2445712.jpg,2445712.jpg,apple_pie
236,./food-101/images/apple_pie\1112300.jpg,1112300.jpg,apple_pie
237,./food-101/images/apple_pie\1398774.jpg,1398774.jpg,apple_pie
238,./food-101/images/apple_pie\3318370.jpg,3318370.jpg,apple_pie
239,./food-101/images/apple_pie\293530.jpg,293530.jpg,apple_pie
240,./food-101/images/apple_pie\3603821.jpg,3603821.jpg,apple_pie
241,./food-101/images/apple_pie\1580276.jpg,1580276.jpg,apple_pie
242,./food-101/images/apple_pie\3539782.jpg,3539782.jpg,apple_pie
243,./food-101/images/apple_pie\790787.jpg,790787.jpg,apple_pie
244,./food-101/images/apple_pie\829949.jpg,829949.jpg,apple_pie
245,./food-101/images/apple_pie\412545.jpg,412545.jpg,apple_pie
246,./food-101/images/apple_pie\1321400.jpg,1321400.jpg,apple_pie
247,./food-101/images/apple_pie\3586158.jpg,3586158.jpg,apple_pie
248,./food-101/images/apple_pie\3687109.jpg,3687109.jpg,apple_pie
249,./food-101/images/apple_pie\839845.jpg,839845.jpg,apple_pie
250,./food-101/images/apple_pie\2751755.jpg,2751755.jpg,apple_pie
251,./food-101/images/apple_pie\3254296.jpg,3254296.jpg,apple_pie
252,./food-101/images/apple_pie\817552.jpg,817552.jpg,apple_pie
253,./food-101/images/apple_pie\2523745.jpg,2523745.jpg,apple_pie
254,./food-101/images/apple_pie\1379062.jpg,1379062.jpg,apple_pie
255,./food-101/images/apple_pie\3267436.jpg,3267436.jpg,apple_pie
256,./food-101/images/apple_pie\3637115.jpg,3637115.jpg,apple_pie
257,./food-101/images/apple_pie\2648160.jpg,2648160.jpg,apple_pie
258,./food-101/images/apple_pie\2306493.jpg,2306493.jpg,apple_pie
259,./food-101/images/apple_pie\2768268.jpg,2768268.jpg,apple_pie
260,./food-101/images/apple_pie\3545924.jpg,3545924.jpg,apple_pie
261,./food-101/images/apple_pie\85857.jpg,85857.jpg,apple_pie
262,./food-101/images/apple_pie\2929330.jpg,2929330.jpg,apple_pie
263,./food-101/images/apple_pie\2911613.jpg,2911613.jpg,apple_pie
264,./food-101/images/apple_pie\1196628.jpg,1196628.jpg,apple_pie
265,./food-101/images/apple_pie\1005649.jpg,1005649.jpg,apple_pie
266,./food-101/images/apple_pie\3004621.jpg,3004621.jpg,apple_pie
267,./food-101/images/apple_pie\257378.jpg,257378.jpg,apple_pie
268,./food-101/images/apple_pie\3860485.jpg,3860485.jpg,apple_pie
269,./food-101/images/apple_pie\755031.jpg,755031.jpg,apple_pie
270,./food-101/images/apple_pie\3708396.jpg,3708396.jpg,apple_pie
271,./food-101/images/apple_pie\833369.jpg,833369.jpg,apple_pie
272,./food-101/images/apple_pie\2373323.jpg,2373323.jpg,apple_pie
273,./food-101/images/apple_pie\1142597.jpg,1142597.jpg,apple_pie
274,./food-101/images/apple_pie\483621.jpg,483621.jpg,apple_pie
275,./food-101/images/apple_pie\1346262.jpg,1346262.jpg,apple_pie
276,./food-101/images/apple_pie\2626973.jpg,2626973.jpg,apple_pie
277,./food-101/images/apple_pie\3593810.jpg,3593810.jpg,apple_pie
278,./food-101/images/apple_pie\1899134.jpg,1899134.jpg,apple_pie
279,./food-101/images/apple_pie\2724897.jpg,2724897.jpg,apple_pie
280,./food-101/images/apple_pie\274516.jpg,274516.jpg,apple_pie
281,./food-101/images/apple_pie\2605371.jpg,2605371.jpg,apple_pie
282,./food-101/images/apple_pie\2510497.jpg,2510497.jpg,apple_pie
283,./food-101/images/apple_pie\631445.jpg,631445.jpg,apple_pie
284,./food-101/images/apple_pie\1068632.jpg,1068632.jpg,apple_pie
285,./food-101/images/apple_pie\1581291.jpg,1581291.jpg,apple_pie
286,./food-101/images/apple_pie\3314985.jpg,3314985.jpg,apple_pie
287,./food-101/images/apple_pie\1348788.jpg,1348788.jpg,apple_pie
288,./food-101/images/apple_pie\2245635.jpg,2245635.jpg,apple_pie
289,./food-101/images/apple_pie\2517642.jpg,2517642.jpg,apple_pie
290,./food-101/images/apple_pie\1528623.jpg,1528623.jpg,apple_pie
291,./food-101/images/apple_pie\2068700.jpg,2068700.jpg,apple_pie
292,./food-101/images/apple_pie\886793.jpg,886793.jpg,apple_pie
293,./food-101/images/apple_pie\3031488.jpg,3031488.jpg,apple_pie
294,./food-101/images/apple_pie\997124.jpg,997124.jpg,apple_pie
295,./food-101/images/apple_pie\937118.jpg,937118.jpg,apple_pie
296,./food-101/images/apple_pie\591398.jpg,591398.jpg,apple_pie
297,./food-101/images/apple_pie\3358059.jpg,3358059.jpg,apple_pie
298,./food-101/images/apple_pie\2328227.jpg,2328227.jpg,apple_pie
299,./food-101/images/apple_pie\498726.jpg,498726.jpg,apple_pie
300,./food-101/images/apple_pie\238868.jpg,238868.jpg,apple_pie
301,./food-101/images/apple_pie\1487150.jpg,1487150.jpg,apple_pie
302,./food-101/images/apple_pie\2968495.jpg,2968495.jpg,apple_pie
303,./food-101/images/apple_pie\2304784.jpg,2304784.jpg,apple_pie
304,./food-101/images/apple_pie\3517723.jpg,3517723.jpg,apple_pie
305,./food-101/images/apple_pie\246113.jpg,246113.jpg,apple_pie
306,./food-101/images/apple_pie\913161.jpg,913161.jpg,apple_pie
307,./food-101/images/apple_pie\2854105.jpg,2854105.jpg,apple_pie
308,./food-101/images/apple_pie\1899005.jpg,1899005.jpg,apple_pie
309,./food-101/images/apple_pie\420643.jpg,420643.jpg,apple_pie
310,./food-101/images/apple_pie\3468573.jpg,3468573.jpg,apple_pie
311,./food-101/images/apple_pie\954830.jpg,954830.jpg,apple_pie
312,./food-101/images/apple_pie\1544507.jpg,1544507.jpg,apple_pie
313,./food-101/images/apple_pie\1617515.jpg,1617515.jpg,apple_pie
314,./food-101/images/apple_pie\2600379.jpg,2600379.jpg,apple_pie
315,./food-101/images/apple_pie\1057810.jpg,1057810.jpg,apple_pie
316,./food-101/images/apple_pie\2527163.jpg,2527163.jpg,apple_pie
317,./food-101/images/apple_pie\375297.jpg,375297.jpg,apple_pie
318,./food-101/images/apple_pie\2254489.jpg,2254489.jpg,apple_pie
319,./food-101/images/apple_pie\2666921.jpg,2666921.jpg,apple_pie
320,./food-101/images/apple_pie\3819511.jpg,3819511.jpg,apple_pie
321,./food-101/images/apple_pie\1464079.jpg,1464079.jpg,apple_pie
322,./food-101/images/apple_pie\2909830.jpg,2909830.jpg,apple_pie
323,./food-101/images/apple_pie\946403.jpg,946403.jpg,apple_pie
324,./food-101/images/apple_pie\1786261.jpg,1786261.jpg,apple_pie
325,./food-101/images/apple_pie\1074942.jpg,1074942.jpg,apple_pie
326,./food-101/images/apple_pie\661475.jpg,661475.jpg,apple_pie
327,./food-101/images/apple_pie\1847944.jpg,1847944.jpg,apple_pie
328,./food-101/images/apple_pie\2517059.jpg,2517059.jpg,apple_pie
329,./food-101/images/apple_pie\2408052.jpg,2408052.jpg,apple_pie
330,./food-101/images/apple_pie\2766011.jpg,2766011.jpg,apple_pie
331,./food-101/images/apple_pie\1528187.jpg,1528187.jpg,apple_pie
332,./food-101/images/apple_pie\395303.jpg,395303.jpg,apple_pie
333,./food-101/images/apple_pie\1526484.jpg,1526484.jpg,apple_pie
334,./food-101/images/apple_pie\1771374.jpg,1771374.jpg,apple_pie
335,./food-101/images/apple_pie\2303859.jpg,2303859.jpg,apple_pie
336,./food-101/images/apple_pie\2084963.jpg,2084963.jpg,apple_pie
337,./food-101/images/apple_pie\910333.jpg,910333.jpg,apple_pie
338,./food-101/images/apple_pie\1357950.jpg,1357950.jpg,apple_pie
339,./food-101/images/apple_pie\2570111.jpg,2570111.jpg,apple_pie
340,./food-101/images/apple_pie\2224273.jpg,2224273.jpg,apple_pie
341,./food-101/images/apple_pie\2218771.jpg,2218771.jpg,apple_pie
342,./food-101/images/apple_pie\3214268.jpg,3214268.jpg,apple_pie
343,./food-101/images/apple_pie\1077964.jpg,1077964.jpg,apple_pie
344,./food-101/images/apple_pie\827575.jpg,827575.jpg,apple_pie
345,./food-101/images/apple_pie\1265307.jpg,1265307.jpg,apple_pie
346,./food-101/images/apple_pie\3728481.jpg,3728481.jpg,apple_pie
347,./food-101/images/apple_pie\532972.jpg,532972.jpg,apple_pie
348,./food-101/images/apple_pie\817073.jpg,817073.jpg,apple_pie
349,./food-101/images/apple_pie\3349423.jpg,3349423.jpg,apple_pie
350,./food-101/images/apple_pie\2511157.jpg,2511157.jpg,apple_pie
351,./food-101/images/apple_pie\67826.jpg,67826.jpg,apple_pie
352,./food-101/images/apple_pie\1963597.jpg,1963597.jpg,apple_pie
353,./food-101/images/apple_pie\2915359.jpg,2915359.jpg,apple_pie
354,./food-101/images/apple_pie\1456379.jpg,1456379.jpg,apple_pie
355,./food-101/images/apple_pie\604375.jpg,604375.jpg,apple_pie
356,./food-101/images/apple_pie\3251989.jpg,3251989.jpg,apple_pie
357,./food-101/images/apple_pie\266007.jpg,266007.jpg,apple_pie
358,./food-101/images/apple_pie\2869633.jpg,2869633.jpg,apple_pie
359,./food-101/images/apple_pie\771595.jpg,771595.jpg,apple_pie
360,./food-101/images/apple_pie\116705.jpg,116705.jpg,apple_pie
361,./food-101/images/apple_pie\2214366.jpg,2214366.jpg,apple_pie
362,./food-101/images/apple_pie\1579774.jpg,1579774.jpg,apple_pie
363,./food-101/images/apple_pie\1510930.jpg,1510930.jpg,apple_pie
364,./food-101/images/apple_pie\484947.jpg,484947.jpg,apple_pie
365,./food-101/images/apple_pie\3691035.jpg,3691035.jpg,apple_pie
366,./food-101/images/apple_pie\2924795.jpg,2924795.jpg,apple_pie
367,./food-101/images/apple_pie\2682484.jpg,2682484.jpg,apple_pie
368,./food-101/images/apple_pie\2143318.jpg,2143318.jpg,apple_pie
369,./food-101/images/apple_pie\2566460.jpg,2566460.jpg,apple_pie
370,./food-101/images/apple_pie\959388.jpg,959388.jpg,apple_pie
371,./food-101/images/apple_pie\3373840.jpg,3373840.jpg,apple_pie
372,./food-101/images/apple_pie\438094.jpg,438094.jpg,apple_pie
373,./food-101/images/apple_pie\451719.jpg,451719.jpg,apple_pie
374,./food-101/images/apple_pie\532423.jpg,532423.jpg,apple_pie
375,./food-101/images/apple_pie\3108401.jpg,3108401.jpg,apple_pie
376,./food-101/images/apple_pie\1322211.jpg,1322211.jpg,apple_pie
377,./food-101/images/apple_pie\1289014.jpg,1289014.jpg,apple_pie
378,./food-101/images/apple_pie\3103489.jpg,3103489.jpg,apple_pie
379,./food-101/images/apple_pie\801869.jpg,801869.jpg,apple_pie
380,./food-101/images/apple_pie\822817.jpg,822817.jpg,apple_pie
381,./food-101/images/apple_pie\83981.jpg,83981.jpg,apple_pie
